Ano,Ciudad,Deporte,Especialidad,Ganador,Competencia,Genero,Medalla
1984,SARAJEVO,Skiing,Alpine Skiing,SUI,downhill,W,Silver
1984,SARAJEVO,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold
1984,SARAJEVO,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Bronze
1984,SARAJEVO,Skating,Speed skating,SWE,10000m,M,Silver
1984,SARAJEVO,Skating,Speed skating,SWE,5000m,M,Gold
1984,SARAJEVO,Skiing,Cross Country S,SWE,15km,M,Gold
1984,SARAJEVO,Skiing,Cross Country S,SWE,30km mass start,M,Bronze
1984,SARAJEVO,Skiing,Cross Country S,SWE,4x10km relay,M,Gold
1984,SARAJEVO,Skiing,Cross Country S,SWE,50km,M,Gold
1984,SARAJEVO,Skiing,Cross Country S,SWE,50km,M,Silver
1984,SARAJEVO,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
1984,SARAJEVO,Skating,Figure skating,TCH,individual,M,Bronze
1984,SARAJEVO,Skiing,Alpine Skiing,TCH,downhill,W,Bronze
1984,SARAJEVO,Skiing,Cross Country S,TCH,4x5km relay,W,Silver
1984,SARAJEVO,Skiing,Cross Country S,TCH,5km,W,Bronze
1984,SARAJEVO,Skiing,Ski Jumping,TCH,K120 individual (90m),M,Bronze
1984,SARAJEVO,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1984,SARAJEVO,Bobsleigh,Bobsleigh,URS,two-man,M,Bronze
1984,SARAJEVO,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1984,SARAJEVO,Luge,Luge,URS,doubles,X,Silver
1984,SARAJEVO,Luge,Luge,URS,singles,M,Bronze
1984,SARAJEVO,Luge,Luge,URS,singles,X,Silver
1984,SARAJEVO,Skating,Figure skating,URS,ice dancing,X,Bronze
1984,SARAJEVO,Skating,Figure skating,URS,ice dancing,X,Silver
1984,SARAJEVO,Skating,Figure skating,URS,individual,W,Bronze
1984,SARAJEVO,Skating,Figure skating,URS,pairs,X,Bronze
1984,SARAJEVO,Skating,Figure skating,URS,pairs,X,Gold
1984,SARAJEVO,Skating,Speed skating,URS,10000m,M,Gold
1984,SARAJEVO,Skating,Speed skating,URS,1000m,M,Silver
1984,SARAJEVO,Skating,Speed skating,URS,1000m,W,Bronze
1984,SARAJEVO,Skating,Speed skating,URS,1500m,M,Bronze
1984,SARAJEVO,Skating,Speed skating,URS,1500m,M,Silver
1984,SARAJEVO,Skating,Speed skating,URS,1500m,W,Bronze
1984,SARAJEVO,Skating,Speed skating,URS,5000m,M,Silver
1984,SARAJEVO,Skating,Speed skating,URS,500m,M,Gold
1984,SARAJEVO,Skating,Speed skating,URS,500m,W,Bronze
1984,SARAJEVO,Skiing,Cross Country S,URS,10km,W,Silver
1984,SARAJEVO,Skiing,Cross Country S,URS,20km,W,Silver
1984,SARAJEVO,Skiing,Cross Country S,URS,30km mass start,M,Gold
1984,SARAJEVO,Skiing,Cross Country S,URS,30km mass start,M,Silver
1984,SARAJEVO,Skiing,Cross Country S,URS,4x10km relay,M,Silver
1984,SARAJEVO,Skating,Figure skating,USA,individual,M,Gold
1984,SARAJEVO,Skating,Figure skating,USA,individual,W,Silver
1984,SARAJEVO,Skating,Figure skating,USA,pairs,X,Silver
1984,SARAJEVO,Skiing,Alpine Skiing,USA,downhill,M,Gold
1984,SARAJEVO,Skiing,Alpine Skiing,USA,giant slalom,W,Gold
1984,SARAJEVO,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
1984,SARAJEVO,Skiing,Alpine Skiing,USA,slalom,M,Gold
1984,SARAJEVO,Skiing,Alpine Skiing,USA,slalom,M,Silver
1984,SARAJEVO,Skiing,Alpine Skiing,YUG,giant slalom,M,Silver
1988,CALGARY,Skating,Speed skating,AUT,10000m,M,Silver
1988,CALGARY,Skating,Speed skating,AUT,1500m,M,Bronze
1988,CALGARY,Skiing,Alpine Skiing,AUT,alpine combined,M,Gold
1988,CALGARY,Skiing,Alpine Skiing,AUT,alpine combined,M,Silver
1988,CALGARY,Skiing,Alpine Skiing,AUT,alpine combined,W,Gold
1988,CALGARY,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver
1988,CALGARY,Skiing,Alpine Skiing,AUT,super-G,M,Silver
1988,CALGARY,Skiing,Alpine Skiing,AUT,super-G,W,Gold
1988,CALGARY,Skiing,Nordic Combined,AUT,individual,M,Silver
1988,CALGARY,Skiing,Nordic Combined,AUT,Team,M,Bronze
1988,CALGARY,Skating,Figure skating,CAN,ice dancing,X,Bronze
1988,CALGARY,Skating,Figure skating,CAN,individual,M,Silver
1988,CALGARY,Skating,Figure skating,CAN,individual,W,Silver
1988,CALGARY,Skiing,Alpine Skiing,CAN,downhill,W,Bronze
1988,CALGARY,Skiing,Alpine Skiing,CAN,super-G,W,Bronze
1988,CALGARY,Ice Hockey,Ice Hockey,FIN,ice hockey,M,Silver
1988,CALGARY,Skiing,Cross Country S,FIN,10km,W,Bronze
1988,CALGARY,Skiing,Cross Country S,FIN,4x5km relay,W,Bronze
1988,CALGARY,Skiing,Cross Country S,FIN,5km,W,Gold
1988,CALGARY,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold
1988,CALGARY,Skiing,Ski Jumping,FIN,K120 team (90m),M,Gold
1988,CALGARY,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold
1988,CALGARY,Skiing,Alpine Skiing,FRA,downhill,M,Bronze
1988,CALGARY,Skiing,Alpine Skiing,FRA,super-G,M,Gold
1988,CALGARY,Biathlon,Biathlon,FRG,4x7.5km relay,M,Silver
1988,CALGARY,Luge,Luge,FRG,doubles,X,Bronze
1988,CALGARY,Luge,Luge,FRG,singles,M,Silver
1988,CALGARY,Skiing,Alpine Skiing,FRG,downhill,W,Gold
1988,CALGARY,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver
1988,CALGARY,Skiing,Alpine Skiing,FRG,slalom,M,Silver
1988,CALGARY,Skiing,Alpine Skiing,FRG,slalom,W,Bronze
1988,CALGARY,Skiing,Nordic Combined,FRG,Team,M,Gold
1988,CALGARY,Biathlon,Biathlon,GDR,10km,M,Gold
1988,CALGARY,Biathlon,Biathlon,GDR,20km,M,Gold
1988,CALGARY,Bobsleigh,Bobsleigh,GDR,four-man,M,Silver
1988,CALGARY,Bobsleigh,Bobsleigh,GDR,two-man,M,Bronze
1988,CALGARY,Bobsleigh,Bobsleigh,GDR,two-man,M,Silver
1988,CALGARY,Luge,Luge,GDR,doubles,X,Gold
1988,CALGARY,Luge,Luge,GDR,doubles,X,Silver
1988,CALGARY,Luge,Luge,GDR,singles,M,Gold
1988,CALGARY,Luge,Luge,GDR,singles,W,Bronze
1988,CALGARY,Luge,Luge,GDR,singles,W,Gold
1988,CALGARY,Luge,Luge,GDR,singles,W,Silver
1988,CALGARY,Skating,Figure skating,GDR,individual,W,Gold
1988,CALGARY,Skating,Speed skating,GDR,1000m,M,Silver
1988,CALGARY,Skating,Speed skating,GDR,1000m,W,Gold
1988,CALGARY,Skating,Speed skating,GDR,1000m,W,Silver
1988,CALGARY,Skating,Speed skating,GDR,1500m,M,Gold
1988,CALGARY,Skating,Speed skating,GDR,1500m,W,Bronze
1988,CALGARY,Skating,Speed skating,GDR,1500m,W,Silver
1988,CALGARY,Skating,Speed skating,GDR,3000m,W,Bronze
1988,CALGARY,Skating,Speed skating,GDR,3000m,W,Silver
1988,CALGARY,Skating,Speed skating,GDR,5000m,W,Bronze
1988,CALGARY,Skating,Speed skating,GDR,5000m,W,Silver
1988,CALGARY,Skating,Speed skating,GDR,500m,M,Gold
1988,CALGARY,Skating,Speed skating,GDR,500m,W,Bronze
1988,CALGARY,Skating,Speed skating,GDR,500m,W,Silver
1988,CALGARY,Biathlon,Biathlon,ITA,20km,M,Bronze
1988,CALGARY,Biathlon,Biathlon,ITA,4x7.5km relay,M,Bronze
1988,CALGARY,Skiing,Alpine Skiing,ITA,giant slalom,M,Gold
1988,CALGARY,Skiing,Alpine Skiing,ITA,slalom,M,Gold
1988,CALGARY,Skiing,Cross Country S,ITA,50km,M,Silver
1988,CALGARY,Skating,Speed skating,JPN,500m,M,Bronze
1988,CALGARY,Skiing,Alpine Skiing,LIE,slalom,M,Bronze
1988,CALGARY,Skating,Speed skating,NED,10000m,M,Bronze
1988,CALGARY,Skating,Speed skating,NED,1500m,W,Gold
1988,CALGARY,Skating,Speed skating,NED,3000m,W,Gold
1988,CALGARY,Skating,Speed skating,NED,5000m,M,Bronze
1988,CALGARY,Skating,Speed skating,NED,5000m,M,Silver
1988,CALGARY,Skating,Speed skating,NED,5000m,W,Gold
1988,CALGARY,Skating,Speed skating,NED,500m,M,Silver
1988,CALGARY,Skiing,Cross Country S,NOR,15km,M,Silver
1988,CALGARY,Skiing,Cross Country S,NOR,30km mass start,M,Bronze
1988,CALGARY,Skiing,Cross Country S,NOR,4x5km relay,W,Silver
1988,CALGARY,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Silver
1988,CALGARY,Skiing,Ski Jumping,NOR,K120 team (90m),M,Bronze
1988,CALGARY,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold
1988,CALGARY,Skiing,,SUI,alpine combined,M,Bronze
1988,CALGARY,Skiing,Alpine Skiing,SUI,alpine combined,W,Bronze
1988,CALGARY,Skiing,Alpine Skiing,SUI,alpine combined,W,Silver
1988,CALGARY,Skiing,Alpine Skiing,SUI,downhill,M,Gold
1988,CALGARY,,Alpine Skiing,SUI,downhill,M,Silver
1988,CALGARY,Skiing,Alpine Skiing,SUI,downhill,W,Silver
1988,CALGARY,Skiing,Alpine Skiing,SUI,,M,Bronze
1988,CALGARY,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
1988,CALGARY,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold
1988,CALGARY,Skiing,Alpine Skiing,SUI,slalom,W,Gold
1988,CALGARY,Skiing,Alpine Skiing,SUI,super-G,W,Silver
1988,CALGARY,Skiing,Cross Country S,SUI,50km,M,Bronze
1988,CALGARY,Skiing,Nordic Combined,SUI,individual,M,Gold
1988,CALGARY,Skiing,Nordic Combined,SUI,Team,M,Silver
1988,CALGARY,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Bronze
1988,CALGARY,Skating,Speed skating,SWE,10000m,M,Gold
1988,CALGARY,Skating,Speed skating,SWE,5000m,M,Gold
1988,CALGARY,Skiing,Alpine Skiing,SWE,super-G,M,Bronze
1988,CALGARY,Skiing,Cross Country S,SWE,4x10km relay,M,Gold
1988,CALGARY,Skiing,Cross Country S,SWE,50km,M,Gold
1988,CALGARY,Skiing,Cross Country S,TCH,4x10km relay,M,Bronze
1988,CALGARY,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Bronze
1988,CALGARY,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Silver
1988,CALGARY,Biathlon,Biathlon,URS,10km,M,Bronze
1988,CALGARY,Biathlon,Biathlon,URS,10km,M,Silver
1988,CALGARY,Biathlon,Biathlon,URS,20km,M,Silver
1988,CALGARY,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1988,CALGARY,Bobsleigh,Bobsleigh,URS,four-man,M,Bronze
1988,CALGARY,Bobsleigh,Bobsleigh,URS,two-man,M,Gold
1988,CALGARY,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1988,CALGARY,Luge,Luge,URS,singles,M,Bronze
1988,CALGARY,Skating,Figure skating,URS,ice dancing,X,Gold
1988,CALGARY,Skating,Figure skating,URS,ice dancing,X,Silver
1988,CALGARY,Skating,Figure skating,URS,individual,M,Bronze
1988,CALGARY,Skating,Figure skating,URS,pairs,X,Gold
1988,CALGARY,Skating,Figure skating,URS,pairs,X,Silver
1988,CALGARY,Skating,Speed skating,URS,1000m,M,Bronze
1988,CALGARY,Skating,Speed skating,URS,1000m,M,Gold
1988,CALGARY,Skiing,Cross Country S,URS,10km,W,Gold
1988,CALGARY,Skiing,Cross Country S,URS,10km,W,Silver
1988,CALGARY,Skiing,Cross Country S,URS,15km,M,Bronze
1988,CALGARY,Skiing,Cross Country S,URS,15km,M,Gold
1988,CALGARY,Skiing,Cross Country S,URS,20km,W,Bronze
1988,CALGARY,Skiing,Cross Country S,URS,20km,W,Gold
1988,CALGARY,Skiing,Cross Country S,URS,20km,W,Silver
1988,CALGARY,Skiing,Cross Country S,URS,30km mass start,M,Gold
1988,CALGARY,Skiing,Cross Country S,URS,30km mass start,M,Silver
1988,CALGARY,Skiing,Cross Country S,URS,4x10km relay,M,Silver
1988,CALGARY,Skiing,Cross Country S,URS,4x5km relay,W,Gold
1988,CALGARY,Skiing,Cross Country S,URS,5km,W,Bronze
1988,CALGARY,Skiing,Cross Country S,URS,5km,W,Silver
1988,CALGARY,Skiing,Nordic Combined,URS,individual,M,Bronze
1988,CALGARY,Skating,Figure skating,USA,individual,M,Gold
1988,CALGARY,Skating,Figure skating,USA,individual,W,Bronze
1988,CALGARY,Skating,Figure skating,USA,pairs,X,Bronze
1988,CALGARY,Skating,Speed skating,USA,1000m,W,Bronze
1988,CALGARY,Skating,Speed skating,USA,1500m,M,Silver
1988,CALGARY,Skating,Speed skating,USA,500m,W,Gold
1988,CALGARY,Skiing,Alpine Skiing,YUG,slalom,W,Silver
1988,CALGARY,Skiing,Ski Jumping,YUG,K120 individual (90m),M,Bronze
1988,CALGARY,Skiing,Ski Jumping,YUG,K120 team (90m),M,Silver
1992,ALBERTVILLE,Bobsleigh,Bobsleigh,AUT,four-man,M,Gold
1992,ALBERTVILLE,Luge,Luge,AUT,singles,M,Bronze
1992,ALBERTVILLE,Luge,Luge,AUT,singles,M,Silver
1992,ALBERTVILLE,Luge,Luge,AUT,singles,W,Gold
1992,ALBERTVILLE,Luge,Luge,AUT,singles,W,Silver
1992,ALBERTVILLE,Skating,Speed skating,AUT,3000m,W,Bronze
1992,ALBERTVILLE,Skiing,Alpine Skiing,AUT,alpine combined,W,Gold
1992,ALBERTVILLE,Skiing,Alpine Skiing,AUT,alpine combined,W,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
1992,ALBERTVILLE,Skiing,Alpine Skiing,AUT,downhill,M,Gold
1992,ALBERTVILLE,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
1992,ALBERTVILLE,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
1992,ALBERTVILLE,Skiing,Alpine Skiing,AUT,slalom,W,Gold
1992,ALBERTVILLE,Skiing,Nordic Combined,AUT,individual,M,Bronze
1992,ALBERTVILLE,Skiing,Nordic Combined,AUT,Team,M,Bronze
1992,ALBERTVILLE,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Bronze
1992,ALBERTVILLE,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
1992,ALBERTVILLE,Skiing,Ski Jumping,AUT,K120 team (90m),M,Silver
1992,ALBERTVILLE,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Gold
1992,ALBERTVILLE,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Silver
1992,ALBERTVILLE,Biathlon,Biathlon,CAN,15km,W,Bronze
1992,ALBERTVILLE,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver
1992,ALBERTVILLE,Skating,Figure skating,CAN,pairs,X,Bronze
1992,ALBERTVILLE,Skating,Short Track S.,CAN,1000m,M,Silver
1992,ALBERTVILLE,Skating,Short Track S.,CAN,3000m relay,W,Gold
1992,ALBERTVILLE,Skating,Short Track S.,CAN,5000m relay,M,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,CAN,downhill,W,Gold
1992,ALBERTVILLE,Skating,Short Track S.,CHN,500m,W,Silver
1992,ALBERTVILLE,Skating,Speed skating,CHN,1000m,W,Silver
1992,ALBERTVILLE,Skating,Speed skating,CHN,500m,W,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,ESP,slalom,W,Bronze
1992,ALBERTVILLE,Biathlon,Biathlon,EUN,15km,W,Silver
1992,ALBERTVILLE,Biathlon,Biathlon,EUN,20km,M,Gold
1992,ALBERTVILLE,Biathlon,Biathlon,EUN,3x7.5km relay,W,Bronze
1992,ALBERTVILLE,Biathlon,Biathlon,EUN,4x7.5km relay,M,Silver
1992,ALBERTVILLE,Biathlon,Biathlon,EUN,7.5km,W,Bronze
1992,ALBERTVILLE,Biathlon,Biathlon,EUN,7.5km,W,Gold
1992,ALBERTVILLE,Ice Hockey,Ice Hockey,EUN,ice hockey,M,Gold
1992,ALBERTVILLE,Skating,Figure skating,EUN,ice dancing,X,Bronze
1992,ALBERTVILLE,Skating,Figure skating,EUN,ice dancing,X,Gold
1992,ALBERTVILLE,Skating,Figure skating,EUN,individual,M,Gold
1992,ALBERTVILLE,Skating,Figure skating,EUN,pairs,X,Gold
1992,ALBERTVILLE,Skating,Figure skating,EUN,pairs,X,Silver
1992,ALBERTVILLE,Skating,Short Track S.,EUN,3000m relay,W,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,EUN,15km mass start,W,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,EUN,15km mass start,W,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,EUN,30km,W,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,EUN,30km,W,Silver
1992,ALBERTVILLE,Skiing,Cross Country S,EUN,4x5km relay,W,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,EUN,5km,W,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,EUN,5km,W,Silver
1992,ALBERTVILLE,Skiing,Cross Country S,EUN,Combined 5km + 10km pursuit,W,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,EUN,Combined 5km + 10km pursuit,W,Gold
1992,ALBERTVILLE,Skiing,Freestyle Ski.,EUN,moguls,W,Silver
1992,ALBERTVILLE,Biathlon,Biathlon,FIN,10km,M,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,FIN,15km mass start,W,Silver
1992,ALBERTVILLE,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,FIN,5km,W,Gold
1992,ALBERTVILLE,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold
1992,ALBERTVILLE,Skiing,Ski Jumping,FIN,K120 team (90m),M,Gold
1992,ALBERTVILLE,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Bronze
1992,ALBERTVILLE,Biathlon,Biathlon,FRA,3x7.5km relay,W,Gold
1992,ALBERTVILLE,Skating,Figure skating,FRA,ice dancing,X,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,FRA,alpine combined,W,Bronze
1992,ALBERTVILLE,Skiing,Alpine Skiing,FRA,downhill,M,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,FRA,super-G,W,Silver
1992,ALBERTVILLE,Skiing,Freestyle Ski.,FRA,moguls,M,Gold
1992,ALBERTVILLE,Skiing,Freestyle Ski.,FRA,moguls,M,Silver
1992,ALBERTVILLE,Skiing,Nordic Combined,FRA,individual,M,Gold
1992,ALBERTVILLE,Skiing,Nordic Combined,FRA,individual,M,Silver
1992,ALBERTVILLE,Biathlon,Biathlon,GER,10km,M,Gold
1992,ALBERTVILLE,Biathlon,Biathlon,GER,10km,M,Silver
1992,ALBERTVILLE,Biathlon,Biathlon,GER,15km,W,Gold
1992,ALBERTVILLE,Biathlon,Biathlon,GER,20km,M,Silver
1992,ALBERTVILLE,Biathlon,Biathlon,GER,3x7.5km relay,W,Silver
1992,ALBERTVILLE,Biathlon,Biathlon,GER,4x7.5km relay,M,Gold
1992,ALBERTVILLE,Biathlon,Biathlon,GER,7.5km,W,Silver
1992,ALBERTVILLE,Bobsleigh,Bobsleigh,GER,four-man,M,Silver
1992,ALBERTVILLE,Bobsleigh,Bobsleigh,GER,two-man,M,Bronze
1992,ALBERTVILLE,Bobsleigh,Bobsleigh,GER,two-man,M,Silver
1992,ALBERTVILLE,Luge,Luge,GER,doubles,X,Gold
1992,ALBERTVILLE,Luge,Luge,GER,doubles,X,Silver
1992,ALBERTVILLE,Luge,Luge,GER,singles,M,Gold
1992,ALBERTVILLE,Luge,Luge,GER,singles,W,Bronze
1992,ALBERTVILLE,Skating,Speed skating,GER,1000m,M,Gold
1992,ALBERTVILLE,Skating,Speed skating,GER,1000m,W,Bronze
1992,ALBERTVILLE,Skating,Speed skating,GER,1500m,W,Gold
1992,ALBERTVILLE,Skating,Speed skating,GER,1500m,W,Silver
1992,ALBERTVILLE,Skating,Speed skating,GER,3000m,W,Gold
1992,ALBERTVILLE,Skating,Speed skating,GER,3000m,W,Silver
1992,ALBERTVILLE,Skating,Speed skating,GER,5000m,W,Bronze
1992,ALBERTVILLE,Skating,Speed skating,GER,5000m,W,Gold
1992,ALBERTVILLE,Skating,Speed skating,GER,5000m,W,Silver
1992,ALBERTVILLE,Skating,Speed skating,GER,500m,M,Gold
1992,ALBERTVILLE,Skating,Speed skating,GER,500m,W,Bronze
1992,ALBERTVILLE,Skiing,Alpine Skiing,GER,super-G,W,Bronze
1992,ALBERTVILLE,Luge,Luge,ITA,doubles,X,Bronze
1992,ALBERTVILLE,Skiing,Alpine Skiing,ITA,alpine combined,M,Gold
1992,ALBERTVILLE,Skiing,Alpine Skiing,ITA,alpine combined,M,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,ITA,giant slalom,M,Gold
1992,ALBERTVILLE,Skiing,Alpine Skiing,ITA,slalom,M,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,ITA,super-G,W,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,ITA,10km pursuit,M,Silver
1992,ALBERTVILLE,Skiing,Cross Country S,ITA,30km,W,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,ITA,4x10km relay,M,Silver
1992,ALBERTVILLE,Skiing,Cross Country S,ITA,4x5km relay,W,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,ITA,50km,M,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,ITA,50km,M,Silver
1992,ALBERTVILLE,Skiing,Cross Country S,ITA,Combined 10km + 15km pursuit,M,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,ITA,Combined 5km + 10km pursuit,W,Silver
1992,ALBERTVILLE,Skating,Figure skating,JPN,individual,W,Silver
1992,ALBERTVILLE,Skating,Short Track S.,JPN,5000m relay,M,Bronze
1992,ALBERTVILLE,Skating,Speed skating,JPN,1000m,M,Bronze
1992,ALBERTVILLE,Skating,Speed skating,JPN,1500m,W,Bronze
1992,ALBERTVILLE,Skating,Speed skating,JPN,500m,M,Bronze
1992,ALBERTVILLE,Skating,Speed skating,JPN,500m,M,Silver
1992,ALBERTVILLE,Skiing,Nordic Combined,JPN,Team,M,Gold
1992,ALBERTVILLE,Skating,Short Track S.,KOR,1000m,M,Bronze
1992,ALBERTVILLE,Skating,Short Track S.,KOR,1000m,M,Gold
1992,ALBERTVILLE,Skating,Short Track S.,KOR,5000m relay,M,Gold
1992,ALBERTVILLE,Skating,Speed skating,KOR,1000m,M,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,LUX,giant slalom,M,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,LUX,super-G,M,Silver
1992,ALBERTVILLE,Skating,Speed skating,NED,10000m,M,Gold
1992,ALBERTVILLE,Skating,Speed skating,NED,1500m,M,Bronze
1992,ALBERTVILLE,Skating,Speed skating,NED,5000m,M,Bronze
1992,ALBERTVILLE,Skating,Speed skating,NED,5000m,M,Silver
1992,ALBERTVILLE,Skating,Speed skating,NOR,10000m,M,Bronze
1992,ALBERTVILLE,Skating,Speed skating,NOR,10000m,M,Silver
1992,ALBERTVILLE,Skating,Speed skating,NOR,1500m,M,Gold
1992,ALBERTVILLE,Skating,Speed skating,NOR,1500m,M,Silver
1992,ALBERTVILLE,Skating,Speed skating,NOR,5000m,M,Gold
1992,ALBERTVILLE,Skiing,Alpine Skiing,NOR,giant slalom,M,Bronze
1992,ALBERTVILLE,Skiing,Alpine Skiing,NOR,slalom,M,Gold
1992,ALBERTVILLE,Skiing,Alpine Skiing,NOR,super-G,M,Bronze
1992,ALBERTVILLE,Skiing,Alpine Skiing,NOR,super-G,M,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,NOR,10km pursuit,M,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,NOR,30km mass start,M,Bronze
1992,ALBERTVILLE,Skiing,Cross Country S,NOR,30km mass start,M,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,NOR,30km mass start,M,Silver
1992,ALBERTVILLE,Skiing,Cross Country S,NOR,4x10km relay,M,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,NOR,4x5km relay,W,Silver
1992,ALBERTVILLE,Skiing,Cross Country S,NOR,50km,M,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,NOR,Combined 10km + 15km pursuit,M,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,NOR,Combined 10km + 15km pursuit,M,Silver
1992,ALBERTVILLE,Skiing,Freestyle Ski.,NOR,moguls,W,Bronze
1992,ALBERTVILLE,Skiing,Nordic Combined,NOR,Team,M,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,NZL,slalom,W,Silver
1992,ALBERTVILLE,Skating,Short Track S.,PRK,500m,W,Bronze
1992,ALBERTVILLE,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze
1992,ALBERTVILLE,Bobsleigh,Bobsleigh,SUI,two-man,M,Gold
1992,ALBERTVILLE,Skiing,Alpine Skiing,SUI,alpine combined,M,Bronze
1992,ALBERTVILLE,Biathlon,Biathlon,SWE,20km,M,Bronze
1992,ALBERTVILLE,Biathlon,Biathlon,SWE,4x7.5km relay,M,Bronze
1992,ALBERTVILLE,Skiing,Alpine Skiing,SWE,giant slalom,W,Gold
1992,ALBERTVILLE,Skiing,Cross Country S,SWE,10km pursuit,M,Bronze
1992,ALBERTVILLE,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
1992,ALBERTVILLE,Skating,Figure skating,TCH,individual,M,Bronze
1992,ALBERTVILLE,Skiing,Ski Jumping,TCH,K120 team (90m),M,Bronze
1992,ALBERTVILLE,Skating,Figure skating,USA,individual,M,Silver
1992,ALBERTVILLE,Skating,Figure skating,USA,individual,W,Bronze
1992,ALBERTVILLE,Skating,Figure skating,USA,individual,W,Gold
1992,ALBERTVILLE,Skating,Short Track S.,USA,3000m relay,W,Silver
1992,ALBERTVILLE,Skating,Short Track S.,USA,500m,W,Gold
1992,ALBERTVILLE,Skating,Speed skating,USA,1000m,W,Gold
1992,ALBERTVILLE,Skating,Speed skating,USA,500m,W,Gold
1992,ALBERTVILLE,Skiing,Alpine Skiing,USA,downhill,W,Silver
1992,ALBERTVILLE,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
1992,ALBERTVILLE,Skiing,Freestyle Ski.,USA,moguls,M,Bronze
1992,ALBERTVILLE,Skiing,Freestyle Ski.,USA,moguls,W,Gold
1994,LILLEHAMMER,Skating,Short Track S.,AUS,5000m relay,M,Bronze
1994,LILLEHAMMER,Luge,Luge,AUT,singles,M,Silver
1994,LILLEHAMMER,Luge,Luge,AUT,singles,W,Bronze
1994,LILLEHAMMER,Skating,Speed skating,AUT,1500m,W,Gold
1994,LILLEHAMMER,Skating,Speed skating,AUT,3000m,W,Silver
1994,LILLEHAMMER,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
1994,LILLEHAMMER,Skiing,Alpine Skiing,AUT,slalom,M,Gold
1994,LILLEHAMMER,Skiing,Alpine Skiing,AUT,slalom,W,Silver
1994,LILLEHAMMER,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Bronze
